Country;name;Regions;alpha-3;continent;WACC_agg
Angola;AF-AGO;AF-Central;AGO;AF;0.14729766303496927
Burundi;AF-BDI;AF-Central;BDI;AF;0.27363017461798106
Benin;AF-BEN;AF-WestCoast;BEN;AF;0.11832842415358999
Burkina Faso;AF-BFA;AF-WestCoast;BFA;AF;0.13270866901630293
Botswana;AF-BWA;AF-South;BWA;AF;0.06977738690170208
Central African Republic;AF-CAF;AF-EastSahara;CAF;AF;0.27363017461798106
Côte d'Ivoire;AF-CIV;AF-WestCoast;CIV;AF;0.10729340805278745
Cameroon;AF-CMR;AF-WestCoast;CMR;AF;0.1309515128170035
Congo, Democratic Republic of the;AF-COD;AF-Central;COD;AF;0.14549149915238008
Congo;AF-COG;AF-Central;COG;AF;0.18031500338840728
Djibouti;AF-DJI;AF-EastSahara;DJI;AF;0.27740583866574803
Algeria;AF-DZA;AF-MoroccoAlgeria;DZA;AF;0.13318789343429369
Egypt;AF-EGY;AF-EGY;EGY;AF;0.14820074497626387
Eritrea;AF-ERI;AF-EastSahara;ERI;AF;0.27363017461798106
Ethiopia;AF-ETH;AF-EastSahara;ETH;AF;0.11832842415358999
Gabon;AF-GAB;AF-Central;GAB;AF;0.15895068045808686
Ghana;AF-GHA;AF-WestCoast;GHA;AF;0.14729766303496927
Guinea;AF-GIN;AF-WestCoast;GIN;AF;0.22295788441431316
Gambia;AF-GMB;AF-WestCoast;GMB;AF;0.1465751974819336
Guinea-Bissau;AF-GNB;AF-WestCoast;GNB;AF;0.16096371287360284
Equatorial Guinea;AF-GNQ;AF-Central;GNQ;AF;0.2698545105702142
Kenya;AF-KEN;AF-Central;KEN;AF;0.131909961652985
Liberia;AF-LBR;AF-WestCoast;LBR;AF;0.22295788441431316
Libya;AF-LBY;AF-TunesiaLibya;LBY;AF;0.12110575529495494
Lesotho;AF-LSO;AF-South;LSO;AF;0.27740583866574803
Morocco;AF-MAR;AF-MoroccoAlgeria;MAR;AF;0.09058264879953445
Madagascar;AF-MDG;AF-Central;MDG;AF;0.14910382691755847
Mali;AF-MLI;AF-WestSahara;MLI;AF;0.15895068045808686
Mozambique;AF-MOZ;AF-Central;MOZ;AF;0.19182976011217592
Mauritania;AF-MRT;AF-WestSahara;MRT;AF;0.27740583866574803
