Country;name;Regions;alpha-3;continent;WACC_agg
Malawi;AF-MWI;AF-Central;MWI;AF;0.15895068045808686
Namibia;AF-NAM;AF-South;NAM;AF;0.0907768822512896
Niger;AF-NER;AF-WestSahara;NER;AF;0.2200064211085204
Nigeria;AF-NGA;AF-WestCoast;NGA;AF;0.131909961652985
Rwanda;AF-RWA;AF-Central;RWA;AF;0.13254892754363934
Sudan;AF-SDN;AF-EastSahara;SDN;AF;0.2698545105702142
Senegal;AF-SEN;AF-WestCoast;SEN;AF;0.10609280478476563
Sierra Leone;AF-SLE;AF-WestCoast;SLE;AF;0.22295788441431316
Somalia;AF-SOM;AF-EastSahara;SOM;AF;0.22185994006455825
Eswatini;AF-SWZ;AF-South;SWZ;AF;0.13350737637962085
Chad;AF-TCD;AF-EastSahara;TCD;AF;0.2698545105702142
Togo;AF-TGO;AF-WestCoast;TGO;AF;0.16015849990739645
Tunisia;AF-TUN;AF-TunesiaLibya;TUN;AF;0.1367022058328925
Tanzania, United Republic of;AF-TZA;AF-Central;TZA;AF;0.11832842415358999
Uganda;AF-UGA;AF-Central;UGA;AF;0.131909961652985
South Africa;AF-ZAF;AF-South;ZAF;AF;0.08767305878242652
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.15895068045808686
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.18184157866679657
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.2811815027135149
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.06632768373285983
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.10669310641877654
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.14149445001280003
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.06818939014674573
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.27740583866574803
China;AS-CHN;AS-CHN;CHN;AS;0.06741338988732043
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.08444511419380737
India;AS-IND;AS-IND;IND;AS;0.08308984037137584
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.09909377814960729
Iraq;AS-IRQ;AS-West;IRQ;AS;0.16498977770463472
Israel;AS-ISR;AS-West;ISR;AS;0.06765215919791284
Jordan;AS-JOR;AS-West;JOR;AS;0.12110575529495494
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.06684750662121645
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.08894580816088335
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.13829962055952835
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.1351047911062567
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.06440091579775556
Kuwait;AS-KWT;AS-West;KWT;AS;0.06566328099661697
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.2811815027135149
Lebanon;AS-LBN;AS-West;LBN;AS;0.15018752524711199
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.11832842415358999
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.1621715323229124
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.14729766303496927
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.07438648631522608
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.27740583866574803
Oman;AS-OMN;AS-Arabia;OMN;AS;0.08985491485978109
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.14585273192889792
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.08393688651039555
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.06777549417302206
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.09310768367235145
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.06801031316380143
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.058443293672211176
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.22295788441431316
Thailand;AS-THA;AS-SouthEast;THA;AS;0.08049593969820573
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.14982629247059415
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.29024309642815543
Türkiye;AS-TUR;AS-West;TUR;AS;0.10729340805278745
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.06662302132664541
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.2849571667612818
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.10849401132080923
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.2811815027135149
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.12249442086563743
Armenia;EU-ARM;AS-West;ARM;EU;0.12166122152322795
Austria;EU-AUT;EU-Central;AUT;EU;0.06340253095644607
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.10017026029787306
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.06604678490345708
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.08647802492745467
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.15271615468273686
Belarus;EU-BLR;EU-East;BLR;EU;0.14729766303496927
Switzerland;EU-CHE;EU-Central;CHE;EU;0.05820827116903942
Czechia;EU-CZE;EU-East;CZE;EU;0.06789092850850524
Germany;EU-DEU;EU-DEU;DEU;EU;0.05727898678868212
Denmark;EU-DNK;EU-North;DNK;EU;0.05799305899180551
Spain;EU-ESP;EU-Iberia;ESP;EU;0.07971283474209064
Estonia;EU-EST;EU-East;EST;EU;0.06801031316380143
Finland;EU-FIN;EU-East;FIN;EU;0.06372232021259189
France;EU-FRA;EU-FRA;FRA;EU;0.06446403405769863
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.06455594310287888
Georgia;EU-GEO;AS-West;GEO;EU;0.1012467424461388
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.1483813613645228
Croatia;EU-HRV;EU-Central;HRV;EU;0.10060085315717934
Hungary;EU-HUN;EU-Central;HUN;EU;0.09094584289845836
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.07096871206702483
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.07480670084099271
Italy;EU-ITA;EU-Central;ITA;EU;0.08752578349720508
Lithuania;EU-LTU;EU-East;LTU;EU;0.07564712989252596
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.057728320999726974
Latvia;EU-LVA;EU-East;LVA;EU;0.07494677234958158
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.15199368912970118
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.11089521785685282
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.057650880634697206
Norway;EU-NOR;EU-North;NOR;EU;0.05799305899180551
Poland;EU-POL;EU-East;POL;EU;0.0701535948486461
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.08685486275341855
Romania;EU-ROU;EU-East;ROU;EU;0.08967309352000154
Serbia;EU-SRB;EU-East;SRB;EU;0.10969461458883102
Slovakia;EU-SVK;EU-Central;SVK;EU;0.06990278955068342
Slovenia;EU-SVN;EU-Central;SVN;EU;0.08018269771575968
Sweden;EU-SWE;EU-North;SWE;EU;0.05811912470231909
Ukraine;EU-UKR;EU-East;UKR;EU;0.16378195825532516
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.057620264676429604
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.11832842415358999
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.17705706834306426
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.10681316674557871
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.09213651641357568
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.11832842415358999
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.17938416480402355
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.14729766303496927
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.07354605726369283
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.131909961652985
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.08393688651039555
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.15895068045808686
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.09116534915479992
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.05766618861383099
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.05727268350315643
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.0574527773753187
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.1303125469263492
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.10729340805278745
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.09715611028272896
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.06717462057672803
Colombia;SA-COL;SA-NorthWest;COL;SA;0.08224279423235611
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.14729766303496927
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.11971708972427247
Peru;SA-PER;SA-ChilePeru;PER;SA;0.07361609301798727
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.09505001818990297
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.129993063981022
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.08393688651039555
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.2706096433797676
