Country;name;Regions;alpha-3;continent;WACC_agg
Sudan;AF-SDN;AF-EastSahara;SDN;AF;0.2306131371242033
Senegal;AF-SEN;AF-WestCoast;SEN;AF;0.06552272125390365
Sierra Leone;AF-SLE;AF-WestCoast;SLE;AF;0.13006369277296984
Somalia;AF-SOM;AF-EastSahara;SOM;AF;0.1495203823694243
Eswatini;AF-SWZ;AF-South;SWZ;AF;0.09513001581648067
Chad;AF-TCD;AF-EastSahara;TCD;AF;0.2306131371242033
Togo;AF-TGO;AF-WestCoast;TGO;AF;0.09477171689863093
Tunisia;AF-TUN;AF-TunesiaLibya;TUN;AF;0.10709333202290769
Tanzania, United Republic of;AF-TZA;AF-Central;TZA;AF;0.08433680968104033
Uganda;AF-UGA;AF-Central;UGA;AF;0.08433680968104033
South Africa;AF-ZAF;AF-South;ZAF;AF;0.05991874086730031
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.14853654270254937
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.1051164324433558
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.23845189291489804
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.03553024950581006
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.0657932367780998
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.08897762568484074
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.0387985977476364
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.23583897431799977
China;AS-CHN;AS-CHN;CHN;AS;0.037087756687223555
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.04929374505169865
India;AS-IND;AS-IND;IND;AS;0.05170194539510658
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.09513001581648067
Iraq;AS-IRQ;AS-West;IRQ;AS;0.10709333202290769
Israel;AS-ISR;AS-West;ISR;AS;0.0371627232493873
Jordan;AS-JOR;AS-West;JOR;AS;0.07574173358684252
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.036910085934895503
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.04942731690671812
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.08743068701690726
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.08588374834897379
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.03496621273904896
Kuwait;AS-KWT;AS-West;KWT;AS;0.037462589498042244
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.12133511526525252
Lebanon;AS-LBN;AS-West;LBN;AS;0.240019644073037
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.11893333247596466
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.15104314057993773
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.09513001581648067
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.0421020920552269
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.23583897431799977
Oman;AS-OMN;AS-Arabia;OMN;AS;0.0671458143990805
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.09441341798078116
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.04909338726916943
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.03662070610599291
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.052442510484649055
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.0372751730926329
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.030209246719617087
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.23583897431799977
Thailand;AS-THA;AS-SouthEast;THA;AS;0.04632075382642566
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.09638406202895483
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.24472289754745388
Türkiye;AS-TUR;AS-West;TUR;AS;0.08511027901500706
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.036270108566655926
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.07639292496015161
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.06660478335068822
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.15166979004928482
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.07639292496015161
Armenia;EU-ARM;AS-West;ARM;EU;0.06682119577004514
Austria;EU-AUT;EU-Central;AUT;EU;0.03407863287537785
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.06057439619482637
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.03609480979698743
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.04691370408057962
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.09781725770035384
Belarus;EU-BLR;EU-East;BLR;EU;0.09513001581648067
Switzerland;EU-CHE;EU-Central;CHE;EU;0.03015626823388653
Czechia;EU-CZE;EU-East;CZE;EU;0.03623504881272223
Germany;EU-DEU;EU-DEU;DEU;EU;0.02994679008341171
Denmark;EU-DNK;EU-North;DNK;EU;0.03010775536764285
Spain;EU-ESP;EU-Iberia;ESP;EU;0.046024278699348685
Estonia;EU-EST;EU-East;EST;EU;0.0372751730926329
Finland;EU-FIN;EU-East;FIN;EU;0.03416861001234043
France;EU-FRA;EU-FRA;FRA;EU;0.0349846898055463
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.03609480979698743
Georgia;EU-GEO;AS-West;GEO;EU;0.061042721428773566
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.0663883709313313
Croatia;EU-HRV;EU-Central;HRV;EU;0.05562035824337747
Hungary;EU-HUN;EU-Central;HUN;EU;0.05016196210932525
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.03904464821651163
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.03869607671893838
Italy;EU-ITA;EU-Central;ITA;EU;0.05186412914971638
Lithuania;EU-LTU;EU-East;LTU;EU;0.03894212718781362
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.030048078452682
Latvia;EU-LVA;EU-East;LVA;EU;0.04230049572251777
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.09745895878250407
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.06768684544747278
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.03003062194014243
Norway;EU-NOR;EU-North;NOR;EU;0.03010775536764285
Poland;EU-POL;EU-East;POL;EU;0.03877809354189679
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.04865927874035614
Romania;EU-ROU;EU-East;ROU;EU;0.05273873652046604
Serbia;EU-SRB;EU-East;SRB;EU;0.061042721428773566
Slovakia;EU-SVK;EU-Central;SVK;EU;0.03869607671893838
Slovenia;EU-SVN;EU-Central;SVN;EU;0.04220129388887234
Sweden;EU-SWE;EU-North;SWE;EU;0.03013617294619564
Ukraine;EU-UKR;EU-East;UKR;EU;0.09638406202895483
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.030023720528208182
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.08433680968104033
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.14696991902918166
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.06584733988293903
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.05505106861058619
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.07443935084022436
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.12874162502091743
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.08511027901500706
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.04572780357227171
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.09423426852185629
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.04909338726916943
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.10404256106680908
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.059637745726932
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.030034072646109553
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.02994536920448407
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.029985965745273766
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.14696991902918166
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.08511027901500706
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.059263085539774246
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.03701279012505983
Colombia;SA-COL;SA-NorthWest;COL;SA;0.04842552799407205
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.13006369277296984
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.07509054221353345
Peru;SA-PER;SA-ChilePeru;PER;SA;0.0457574510849794
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.05627097496656752
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.12715514371845452
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.04909338726916943
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.23113572084358294
