Country;name;Regions;alpha-3;continent;WACC_agg
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.1049455585554607
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.05349546131880688
Kuwait;AS-KWT;AS-West;KWT;AS;0.054405003596021295
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.17102920440737324
Lebanon;AS-LBN;AS-West;LBN;AS;0.14155186103802975
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.10266613172200538
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.11461830528171407
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.11384558226783932
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.06076271656231317
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.1689284643545576
Oman;AS-OMN;AS-Arabia;OMN;AS;0.07507711094648813
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.11281528491600636
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.06771706032329694
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.055937353966165934
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.0713530385807385
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.05611708689821423
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.0491533314409489
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.1689284643545576
Thailand;AS-THA;AS-SouthEast;THA;AS;0.06520358820285219
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.11564860263354704
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.17607098053413084
Türkiye;AS-TUR;AS-West;TUR;AS;0.09376610800962677
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.055107475642143335
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.06893134930175475
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.0855793790071919
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.17102920440737324
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.09574921829695497
Armenia;EU-ARM;AS-West;ARM;EU;0.08592261069598599
Austria;EU-AUT;EU-Central;AUT;EU;0.05276592646852549
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.07952171147076656
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.05469253648013204
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.06953849379098363
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.11770919733721301
Belarus;EU-BLR;EU-East;BLR;EU;0.11384558226783932
Switzerland;EU-CHE;EU-Central;CHE;EU;0.04898341506722697
Czechia;EU-CZE;EU-East;CZE;EU;0.055024487809741084
Germany;EU-DEU;EU-DEU;DEU;EU;0.048311561819406955
Denmark;EU-DNK;EU-North;DNK;EU;0.048827821146462454
Spain;EU-ESP;EU-Iberia;ESP;EU;0.06464182552699411
Estonia;EU-EST;EU-East;EST;EU;0.05611708689821423
Finland;EU-FIN;EU-East;FIN;EU;0.05299647028854058
France;EU-FRA;EU-FRA;FRA;EU;0.0535409384326676
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.053607159493201634
Georgia;EU-GEO;AS-West;GEO;EU;0.08029169658444371
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.09436104109582523
Croatia;EU-HRV;EU-Central;HRV;EU;0.07982970551623741
Hungary;EU-HUN;EU-Central;HUN;EU;0.07278565997618096
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.05826207885288696
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.05749541682941714
Italy;EU-ITA;EU-Central;ITA;EU;0.07033587738997436
Lithuania;EU-LTU;EU-East;LTU;EU;0.06166817644888803
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.048636421093304426
Latvia;EU-LVA;EU-East;LVA;EU;0.06116514317856866
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.1171940486612965
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.08729553745116231
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.04858043332265275
Norway;EU-NOR;EU-North;NOR;EU;0.048827821146462454
Poland;EU-POL;EU-East;POL;EU;0.05767580789376297
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.06985529803095776
Romania;EU-ROU;EU-East;ROU;EU;0.07187399181544485
Serbia;EU-SRB;EU-East;SRB;EU;0.0864374582291771
Slovakia;EU-SVK;EU-Central;SVK;EU;0.05749541682941714
Slovenia;EU-SVN;EU-Central;SVN;EU;0.06497888313250896
Sweden;EU-SWE;EU-North;SWE;EU;0.04891896402891866
Ukraine;EU-UKR;EU-East;UKR;EU;0.12580344459979462
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.04855829862262768
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.09277455286596267
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.1355845010637995
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.08437806809641263
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.07368663375141421
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.09277455286596267
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.13724210105664122
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.10380584513873305
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.06015907663792993
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.10266613172200538
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.06464182552699411
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.1125577105780481
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.07299139515387724
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.048591500672665294
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.04830700467528414
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.04843720879307872
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.1355845010637995
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.0847212997852067
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.07736575315247057
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.055515616779459855
Colombia;SA-COL;SA-NorthWest;COL;SA;0.06650277134483915
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.11384558226783932
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.11384558226783932
Peru;SA-PER;SA-ChilePeru;PER;SA;0.06020937996496187
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.07577234954402509
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.1012984756219322
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.09376610800962677
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.2231369834037535
