Country;name;Regions;alpha-3;continent;WACC_agg
Tanzania, United Republic of;AF-TZA;AF-Central;TZA;AF;0.14375669773879468
Uganda;AF-UGA;AF-Central;UGA;AF;0.14375669773879468
South Africa;AF-ZAF;AF-South;ZAF;AF;0.10385890556775507
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.24914566708551764
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.17788527091338002
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.29217675230990003
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.06422496563039265
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.11335588468750762
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.15145857818244704
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.06933816795523892
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.28932876937908436
China;AS-CHN;AS-CHN;CHN;AS;0.06643276871947124
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.08647134174215444
India;AS-IND;AS-IND;IND;AS;0.09020461747400416
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.1286637661960842
Iraq;AS-IRQ;AS-West;IRQ;AS;0.18107099630812049
Israel;AS-ISR;AS-West;ISR;AS;0.06660533056090133
Jordan;AS-JOR;AS-West;JOR;AS;0.12976986249147762
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.0660237971552819
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.08672912779728789
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.16580051432019471
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.14632399122001216
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.06285452184393063
Kuwait;AS-KWT;AS-West;KWT;AS;0.06729557792662172
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.22091494772623232
Lebanon;AS-LBN;AS-West;LBN;AS;0.29388554206838946
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.24914566708551764
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.22008148046284784
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.1614169227627226
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.07462855213005941
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.28932876937908436
Oman;AS-OMN;AS-Arabia;OMN;AS;0.11571902588829769
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.17648250294121035
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.08608466265945428
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.06593659351171832
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.17943224867708116
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.06686417332304648
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.055362550911781966
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.28932876937908436
Thailand;AS-THA;AS-SouthEast;THA;AS;0.08166551195091262
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.16346259882287628
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.2990119113438577
Türkiye;AS-TUR;AS-West;TUR;AS;0.1614169227627226
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.06511138322237812
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.13087595878687103
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.10503604662649076
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.29217675230990003
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.13087595878687103
Armenia;EU-ARM;AS-West;ARM;EU;0.11515187200010805
Austria;EU-AUT;EU-Central;AUT;EU;0.06157430044329499
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.0966616050344086
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.06469877807770802
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.08284582313068345
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.16580051432019471
Belarus;EU-BLR;EU-East;BLR;EU;0.2515844361344095
Switzerland;EU-CHE;EU-Central;CHE;EU;0.05520277982570561
Czechia;EU-CZE;EU-East;CZE;EU;0.0650288621934441
Germany;EU-DEU;EU-DEU;DEU;EU;0.05457104127846116
Denmark;EU-DNK;EU-North;DNK;EU;0.05505647603424105
Spain;EU-ESP;EU-Iberia;ESP;EU;0.08107535636102721
Estonia;EU-EST;EU-East;EST;EU;0.06686417332304648
Finland;EU-FIN;EU-East;FIN;EU;0.06180055747667121
France;EU-FRA;EU-FRA;FRA;EU;0.06289941569210783
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.06469877807770802
Georgia;EU-GEO;AS-West;GEO;EU;0.10587686166844484
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.11439566681585525
Croatia;EU-HRV;EU-Central;HRV;EU;0.08698691385242134
Hungary;EU-HUN;EU-Central;HUN;EU;0.08814695110052186
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.06751128022840935
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.06910993268084786
Italy;EU-ITA;EU-Central;ITA;EU;0.09050976587937655
Lithuania;EU-LTU;EU-East;LTU;EU;0.0696576973393864
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.05487650400624699
Latvia;EU-LVA;EU-East;LVA;EU;0.07504386045949883
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.16521603544586508
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.1166642823686137
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.05482385912730995
Norway;EU-NOR;EU-North;NOR;EU;0.05505647603424105
Poland;EU-POL;EU-East;POL;EU;0.06929252090036071
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.08524685798027057
Romania;EU-ROU;EU-East;ROU;EU;0.09215533787364502
Serbia;EU-SRB;EU-East;SRB;EU;0.10587686166844484
Slovakia;EU-SVK;EU-Central;SVK;EU;0.06910993268084786
Slovenia;EU-SVN;EU-Central;SVN;EU;0.0748362062947791
Sweden;EU-SWE;EU-North;SWE;EU;0.055142176999952504
Ukraine;EU-UKR;EU-East;UKR;EU;0.22174841498961684
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.05480304603563716
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.14375669773879468
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.2467068980366258
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.11345041033553922
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.0959106096294458
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.12755766990069076
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.24914566708551764
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.1450403444794034
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.08544019752162064
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.15995572557689858
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.08608466265945428
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.2167476114093099
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.10335441654258261
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.05483426567314634
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.05456675623017558
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.054689186181191944
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.2467068980366258
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.1450403444794034
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.10268176450901935
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.06856216802230933
Colombia;SA-COL;SA-NorthWest;COL;SA;0.08479573238378703
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.2188312795677711
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.08107535636102721
Peru;SA-PER;SA-ChilePeru;PER;SA;0.08054421633013036
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.0981635958443342
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.21424720961915641
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.08608466265945428
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.2842024001036161
