Country;name;Regions;alpha-3;continent;WACC_agg
Switzerland;EU-CHE;EU-Central;CHE;EU;0.06001226585664629
Czechia;EU-CZE;EU-East;CZE;EU;0.07124105324112201
Germany;EU-DEU;EU-DEU;DEU;EU;0.05923511874484403
Denmark;EU-DNK;EU-North;DNK;EU;0.05983228701970759
Spain;EU-ESP;EU-Iberia;ESP;EU;0.08985089050897918
Estonia;EU-EST;EU-East;EST;EU;0.07134536089428141
Finland;EU-FIN;EU-East;FIN;EU;0.06645518652779639
France;EU-FRA;EU-FRA;FRA;EU;0.06747841564109792
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.06599605913641855
Georgia;EU-GEO;AS-West;GEO;EU;0.119207787492251
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.2202411231591238
Croatia;EU-HRV;EU-Central;HRV;EU;0.10885120528275305
Hungary;EU-HUN;EU-Central;HUN;EU;0.10221401379467168
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.0803362647039879
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.09046489893743258
Italy;EU-ITA;EU-Central;ITA;EU;0.08941954958799068
Lithuania;EU-LTU;EU-East;LTU;EU;0.08002409838039123
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.059610890458787175
Latvia;EU-LVA;EU-East;LVA;EU;0.07939976573319793
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.16757748822576887
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.12032590029293726
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.059546128199470326
Norway;EU-NOR;EU-North;NOR;EU;0.05983228701970759
Poland;EU-POL;EU-East;POL;EU;0.07375680103749677
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.09820677877763953
Romania;EU-ROU;EU-East;ROU;EU;0.09617251253901968
Serbia;EU-SRB;EU-East;SRB;EU;0.13391987894317228
Slovakia;EU-SVK;EU-Central;SVK;EU;0.07353643780187552
Slovenia;EU-SVN;EU-Central;SVN;EU;0.09517660684703659
Sweden;EU-SWE;EU-North;SWE;EU;0.05993771395347921
Ukraine;EU-UKR;EU-East;UKR;EU;0.2221885215634035
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.059520524515554354
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.098473927778775
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.19855835677173686
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.1307914553991956
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.0993644244492266
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.14570698166544926
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.1629663680369258
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.20301934648475792
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.0781511004388113
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.14570698166544926
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.08985089050897918
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.11585344909019223
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.08908337997341247
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.0595589300414283
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.05922984739815545
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.05938045730354348
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.15968992648212155
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.11697156189087848
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.10566679995218858
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.06906136054083384
Colombia;SA-COL;SA-NorthWest;COL;SA;0.08831586943784572
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.16311930115327256
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.12282708455772585
Peru;SA-PER;SA-ChilePeru;PER;SA;0.07821353370353062
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.10203591446058137
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.12844513774121305
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.08985089050897918
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.21439892794628473
