Country;name;Regions;alpha-3;continent;WACC_agg
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.10058230484673977
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.1415328647757716
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.14322232688104639
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.05079568891346553
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.08941256613560276
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.07149936575313598
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.1437592322111125
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.14143264244749257
China;AS-CHN;AS-CHN;CHN;AS;0.0503674702416508
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.07199296860898072
India;AS-IND;AS-IND;IND;AS;0.07063580408522051
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.14143264244749257
Iraq;AS-IRQ;AS-West;IRQ;AS;0.14501201131460015
Israel;AS-ISR;AS-West;ISR;AS;0.051919966483868214
Jordan;AS-JOR;AS-West;JOR;AS;0.10309587378229604
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.04983278448401905
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.06831961443004572
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.14680169574815394
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.11647135814854614
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.05020954617821527
Kuwait;AS-KWT;AS-West;KWT;AS;0.05014018749737282
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.14322232688104639
Lebanon;AS-LBN;AS-West;LBN;AS;0.10384994446296292
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.10058230484673977
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.14250645310762483
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.1018390893145179
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.05842029976933072
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.14143264244749257
Oman;AS-OMN;AS-Arabia;OMN;AS;0.05285081103500789
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.14000089490064954
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.07148403191257065
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.05068643867745008
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.06430696912017071
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.05093148475392058
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.0431806548456393
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.14143264244749257
Thailand;AS-THA;AS-SouthEast;THA;AS;0.06430696912017071
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.14393820065446788
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.14751756952157544
Türkiye;AS-TUR;AS-West;TUR;AS;0.07148403191257065
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.05093148475392058
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.14501201131460015
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.11647135814854614
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.14322232688104639
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.10435265825007416
Armenia;EU-ARM;AS-West;ARM;EU;0.08342878102687698
Austria;EU-AUT;EU-Central;AUT;EU;0.042631733422701726
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.07233225973992076
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.0503674702416508
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.06990949009159085
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.13307094473805342
Belarus;EU-BLR;EU-East;BLR;EU;0.1282347914031677
Switzerland;EU-CHE;EU-Central;CHE;EU;0.042941874026661456
Czechia;EU-CZE;EU-East;CZE;EU;0.05215267762165314
Germany;EU-DEU;EU-DEU;DEU;EU;0.04199772917920883
Denmark;EU-DNK;EU-North;DNK;EU;0.042723220326524654
Spain;EU-ESP;EU-Iberia;ESP;EU;0.07148403191257065
Estonia;EU-EST;EU-East;EST;EU;0.0522690331905456
Finland;EU-FIN;EU-East;FIN;EU;0.04290619413417052
France;EU-FRA;EU-FRA;FRA;EU;0.04764017105003696
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.047727900032785826
Georgia;EU-GEO;AS-West;GEO;EU;0.09215485233071637
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.17576753070132495
Croatia;EU-HRV;EU-Central;HRV;EU;0.07670551217936687
Hungary;EU-HUN;EU-Central;HUN;EU;0.07832824426243674
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.07769718178568734
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.07216261417445073
Italy;EU-ITA;EU-Central;ITA;EU;0.06707792153837898
Lithuania;EU-LTU;EU-East;LTU;EU;0.0650486169543657
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.04245424882928524
Latvia;EU-LVA;EU-East;LVA;EU;0.06831961443004572
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.132426124293402
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.0932517668087618
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.04237557009199753
Norway;EU-NOR;EU-North;NOR;EU;0.042723220326524654
Poland;EU-POL;EU-East;POL;EU;0.05439704041403332
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.08853503455316643
Romania;EU-ROU;EU-East;ROU;EU;0.07301084200180087
Serbia;EU-SRB;EU-East;SRB;EU;0.10435265825007416
Slovakia;EU-SVK;EU-Central;SVK;EU;0.05415367127693289
Slovenia;EU-SVN;EU-Central;SVN;EU;0.07598429792022474
Sweden;EU-SWE;EU-North;SWE;EU;0.042851301991876756
Ukraine;EU-UKR;EU-East;UKR;EU;0.14393820065446788
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.04234446454469772
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.07063580408522051
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.137853273580385
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.10133637552740667
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.0754433872258681
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.11360252256913946
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.172193502319938
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.17442727005830486
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.0628236734517807
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.12662274029153914
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.06752467659927316
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.08886410889658004
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.0628236734517807
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.042391122865647425
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.04199132509594122
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.04217429890358708
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.12501068917991057
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.0899610233746255
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.06609378850388255
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.05014186443674289
Colombia;SA-COL;SA-NorthWest;COL;SA;0.06978757625787038
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.14143264244749257
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.14143264244749257
Peru;SA-PER;SA-ChilePeru;PER;SA;0.06680923255157786
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.0932517668087618
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.08754781152292554
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.07148403191257065
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.13821121046709575
