ISO3 code;Year;Technology;Electricity Installed Capacity (MW);capacity_added;rel_capacity_added;area_potential;log_expol;growth_rate;log_expol_cap_add;log_expol_decom;tech_potential
GBR;2008;Onshore wind energy;2849.8;766.8000000000002;0.2690715137904415;165024.6651796781;;;;;152647.81529120225
GBR;2009;Onshore wind energy;3468.0;618.1999999999998;0.17825836216839672;165024.6651796781;;;;;153472.93861710062
GBR;2010;Onshore wind energy;4080.0;612.0;0.15;165024.6651796781;;;;;154298.06194299902
GBR;2011;Onshore wind energy;4758.0;678.0;0.1424968474148802;165024.6651796781;;;;;155123.18526889742
GBR;2012;Onshore wind energy;6035.0;1277.0;0.2115990057995029;165024.6651796781;;;;;155948.3085947958
GBR;2013;Onshore wind energy;7586.0;1551.0;0.2044555760611653;165024.6651796781;;;;;156773.4319206942
GBR;2014;Onshore wind energy;8573.0;987.0;0.11512889303627669;165024.6651796781;;;;;157598.5552465926
GBR;2015;Onshore wind energy;9212.0;639.0;0.06936604429005645;165024.6651796781;;;;;158423.67857249096
GBR;2016;Onshore wind energy;10833.0;1621.0;0.1496353733961045;165024.6651796781;;;;;159248.80189838936
GBR;2017;Onshore wind energy;12597.0;1764.0;0.14003334127173137;165024.6651796781;;;;;160073.92522428776
GBR;2018;Onshore wind energy;13425.149;828.1489999999994;0.06168639171155564;165024.6651796781;;;;;160899.04855018615
GBR;2019;Onshore wind energy;13998.819;573.6700000000001;0.040979885517485444;165024.6651796781;;;;;161724.17187608453
GBR;2020;Onshore wind energy;14075.069;76.25;0.005417380191883962;165024.6651796781;;;;;162549.29520198292
GBR;2021;Onshore wind energy;14492.789;417.72000000000116;0.028822609644009938;165024.6651796781;;;;;163374.41852788132
GBR;2022;Onshore wind energy;14834.673;341.884;0.023046278135015176;165024.6651796781;;;;;164199.5418537797
GBR;2023;Onshore wind energy;15469.673;635.0;;165024.6651796781;18307.68839503332;0.10960918843294107;;;165024.6651796781
GBR;2024;Onshore wind energy;;;;165024.6651796781;20267.43894124791;0.10960918843294107;1959.7505462145891;;165849.7885055765
GBR;2025;Onshore wind energy;;;;165024.6651796781;22411.018746437796;0.10960918843294107;2143.5798051898855;;166674.91183147486
GBR;2026;Onshore wind energy;;;;165024.6651796781;24750.00012817545;0.10960918843294107;2338.9813817376526;;167500.03515737326
GBR;2027;Onshore wind energy;;;;165024.6651796781;27295.460675414746;0.10960918843294107;2545.4605472392977;;168325.15848327166
GBR;2028;Onshore wind energy;;;;165024.6651796781;30057.674660955076;0.10960918843294107;2762.2139855403293;;169150.28180917003
GBR;2029;Onshore wind energy;;;;165024.6651796781;33045.76313833183;0.10960918843294107;2988.088477376754;;169975.40513506843
GBR;2030;Onshore wind energy;;;;165024.6651796781;36267.30788782525;0.10960918843294107;3221.5447494934197;;170800.52846096683
GBR;2031;Onshore wind energy;;;;165024.6651796781;39727.93800457292;0.10960918843294107;3460.6301167476704;;171625.65178686523
GBR;2032;Onshore wind energy;;;;165024.6651796781;43430.90199384388;0.10960918843294107;3702.96398927096;;172450.7751127636
GBR;2033;Onshore wind energy;;;;165024.6651796781;47376.642494519336;0.10960918843294107;3945.740500675456;;173275.898438662
GBR;2034;Onshore wind energy;;;;165024.6651796781;51562.39481066371;0.10960918843294107;4185.752316144375;;174101.0217645604
GBR;2035;Onshore wind energy;;;;165024.6651796781;55981.833800130946;0.10960918843294107;4419.438989467235;;174926.14509045877
GBR;2036;Onshore wind energy;;;;165024.6651796781;60624.79577977451;0.10960918843294107;4642.961979643565;;175751.26841635717
GBR;2037;Onshore wind energy;;;;165024.6651796781;65477.10237797776;0.10960918843294107;4852.306598203249;;176576.39174225557
GBR;2038;Onshore wind energy;;;;165024.6651796781;70520.51119470717;0.10960918843294107;5043.40881672941;;177401.51506815394
GBR;2039;Onshore wind energy;;;;165024.6651796781;75732.81340116002;0.10960918843294107;5212.302206452849;;178226.63839405234
GBR;2040;Onshore wind energy;;;;165024.6651796781;81088.09100130358;0.10960918843294107;5355.277600143556;;179051.76171995074
GBR;2041;Onshore wind energy;;;;165024.6651796781;86557.1367331691;0.10960918843294107;5469.045731865524;;179876.88504584914
GBR;2042;Onshore wind energy;;;;165024.6651796781;92108.02825142938;0.10960918843294107;5550.89151826028;;180702.0083717475
GBR;2043;Onshore wind energy;;;;165024.6651796781;97706.83639533374;0.10960918843294107;5598.80814390436;;181527.1316976459
GBR;2044;Onshore wind energy;;;;165024.6651796781;103318.43631840753;0.10960918843294107;5611.599923073794;101358.68577219294;182352.2550235443
GBR;2045;Onshore wind energy;;;;165024.6651796781;108907.38137817632;0.10960918843294107;5588.945059768783;106763.80157298643;183177.37834944268
GBR;2046;Onshore wind energy;;;;165024.6651796781;114438.79410137405;0.10960918843294107;5531.412723197733;112099.8127196364;184002.50167534107
GBR;2047;Onshore wind energy;;;;165024.6651796781;119879.2270003358;0.10960918843294107;5440.43289896175;117333.7664530965;184827.62500123947
GBR;2048;Onshore wind energy;;;;165024.6651796781;125197.44872897123;0.10960918843294107;5318.221728635428;122435.23474343089;185652.74832713784
GBR;2049;Onshore wind energy;;;;165024.6651796781;130365.11766376084;0.10960918843294107;5167.668934789617;127377.02918638408;186477.87165303624
GBR;2050;Onshore wind energy;;;;165024.6651796781;135357.3146002769;0.10960918843294107;4992.196936516062;132135.7698507835;187302.99497893464
GBR;2051;Onshore wind energy;;;;165024.6651796781;140152.91764655398;0.10960918843294107;4795.603046277072;136692.28752980632;188128.118304833
GBR;2052;Onshore wind energy;;;;165024.6651796781;144734.81421793764;0.10960918843294107;4581.896571383666;141031.85022866668;188953.2416307314
GBR;2053;Onshore wind energy;;;;165024.6651796781;149089.95602691217;0.10960918843294107;4355.1418089745275;145144.21552623672;189778.3649566298
GBR;2054;Onshore wind energy;;;;165024.6651796781;153209.27211294675;0.10960918843294107;4119.3160860345815;149023.51979680237;190603.48828252818
GBR;2055;Onshore wind energy;;;;165024.6651796781;157087.4616374868;0.10960918843294107;3878.1895245400374;152668.02264801954;191428.61160842658
GBR;2056;Onshore wind energy;;;;165024.6651796781;160722.69213974214;0.10960918843294107;3635.2305022553483;156079.73016009858;192253.73493432498
GBR;2057;Onshore wind energy;;;;165024.6651796781;164116.23032478525;0.10960918843294107;3393.538185043115;159263.923726582;193078.85826022338
GBR;2058;Onshore wind energy;;;;165024.6651796781;167272.03161572767;0.10960918843294107;3155.801290942414;162228.62279899826;193903.98158612175
GBR;2059;Onshore wind energy;;;;165024.6651796781;170196.31218090662;0.10960918843294107;2924.280565178953;164984.00997445377;194729.10491202015
GBR;2060;Onshore wind energy;;;;165024.6651796781;172897.12353084076;0.10960918843294107;2700.8113499341416;167541.84593069722;195554.22823791855
GRC;2000;Onshore wind energy;226.0;;;73993.14157183332;;;;;65483.93029107248
GRC;2001;Onshore wind energy;270.0;44.0;0.16296296296296298;73993.14157183332;;;;;65853.89599893165
GRC;2002;Onshore wind energy;287.0;17.0;0.059233449477351915;73993.14157183332;;;;;66223.86170679082
GRC;2003;Onshore wind energy;371.0;84.0;0.22641509433962265;73993.14157183332;;;;;66593.82741464999
GRC;2004;Onshore wind energy;470.0;99.0;0.21063829787234042;73993.14157183332;;;;;66963.79312250915
GRC;2005;Onshore wind energy;491.0;21.0;0.04276985743380855;73993.14157183332;;;;;67333.75883036832
GRC;2006;Onshore wind energy;749.0;258.0;0.3444592790387183;73993.14157183332;;;;;67703.72453822749
GRC;2007;Onshore wind energy;846.0;97.0;0.11465721040189125;73993.14157183332;;;;;68073.69024608665
GRC;2008;Onshore wind energy;1022.0;176.0;0.17221135029354206;73993.14157183332;;;;;68443.65595394581
GRC;2009;Onshore wind energy;1171.0;149.0;0.12724167378309137;73993.14157183332;;;;;68813.62166180498
GRC;2010;Onshore wind energy;1298.0;127.0;0.09784283513097072;73993.14157183332;;;;;69183.58736966415
GRC;2011;Onshore wind energy;1640.0;342.0;0.20853658536585365;73993.14157183332;;;;;69553.55307752332
GRC;2012;Onshore wind energy;1753.0;113.0;0.06446092413006276;73993.14157183332;;;;;69923.51878538248
GRC;2013;Onshore wind energy;1809.0;56.0;0.03095632946379215;73993.14157183332;;;;;70293.48449324165
GRC;2014;Onshore wind energy;1978.0;169.0;0.08543983822042467;73993.14157183332;;;;;70663.45020110082
GRC;2015;Onshore wind energy;2091.0;113.0;0.05404112864658058;73993.14157183332;;;;;71033.41590895999
GRC;2016;Onshore wind energy;2370.0;279.0;0.11772151898734177;73993.14157183332;;;;;71403.38161681916
GRC;2017;Onshore wind energy;2624.0;254.0;0.09679878048780488;73993.14157183332;;;;;71773.34732467831
GRC;2018;Onshore wind energy;2877.495;253.4949999999999;0.08809572214721481;73993.14157183332;;;;;72143.31303253748
GRC;2019;Onshore wind energy;3589.0;711.5050000000001;0.19824602953468937;73993.14157183332;;;;;72513.27874039665
GRC;2020;Onshore wind energy;4119.25;530.25;0.12872488923954603;73993.14157183332;;;;;72883.24444825582
GRC;2021;Onshore wind energy;4649.13;529.8800000000001;0.11397401234209413;73993.14157183332;;;;;73253.21015611498
GRC;2022;Onshore wind energy;4702.33;53.19999999999982;0.011313540308740521;73993.14157183332;;;;;73623.17586397415
GRC;2023;Onshore wind energy;5220.33;518.0;;73993.14157183332;5429.5397565655785;0.11839505476794097;;;73993.14157183332
GRC;2024;Onshore wind energy;;;;73993.14157183332;6083.805036536586;0.11839505476794097;654.2652799710077;;74363.10727969249
GRC;2025;Onshore wind energy;;;;73993.14157183332;6810.518170512831;0.11839505476794097;726.7131339762445;;74733.07298755166
GRC;2026;Onshore wind energy;;;;73993.14157183332;7616.105588072343;0.11839505476794097;805.5874175595127;;75103.03869541081
GRC;2027;Onshore wind energy;;;;73993.14157183332;8507.171209596212;0.11839505476794097;891.0656215238687;;75473.00440326998
GRC;2028;Onshore wind energy;;;;73993.14157183332;9490.396613719953;0.11839505476794097;983.2254041237411;;75842.97011112915
GRC;2029;Onshore wind energy;;;;73993.14157183332;10572.413546271564;0.11839505476794097;1082.0169325516108;;76212.93581898832
GRC;2030;Onshore wind energy;;;;73993.14157183332;11759.646547371334;0.11839505476794097;1187.2330010997703;;76582.90152684748
GRC;2031;Onshore wind energy;;;;73993.14157183332;13058.124630465654;0.11839505476794097;1298.47808309432;;76952.86723470665
GRC;2032;Onshore wind energy;;;;73993.14157183332;14473.262636101541;0.11839505476794097;1415.1380056358867;;77322.83294256582
GRC;2033;Onshore wind energy;;;;73993.14157183332;16009.615145928405;0.11839505476794097;1536.3525098268638;;77692.79865042499
GRC;2034;Onshore wind energy;;;;73993.14157183332;17670.60866119777;0.11839505476794097;1660.9935152693652;;78062.76435828416
GRC;2035;Onshore wind energy;;;;73993.14157183332;19458.261020755614;0.11839505476794097;1787.6523595578437;;78432.73006614331
GRC;2036;Onshore wind energy;;;;73993.14157183332;21372.900541125728;0.11839505476794097;1914.639520370114;;78802.69577400248
GRC;2037;Onshore wind energy;;;;73993.14157183332;23412.90076575883;0.11839505476794097;2040.0002246331023;;79172.66148186165
GRC;2038;Onshore wind energy;;;;73993.14157183332;25574.449553061757;0.11839505476794097;2161.548787302927;;79542.62718972082
GRC;2039;Onshore wind energy;;;;73993.14157183332;27851.372970689918;0.11839505476794097;2276.9234176281607;;79912.59289757998
GRC;2040;Onshore wind energy;;;;73993.14157183332;30235.034539483324;0.11839505476794097;2383.6615687934063;;80282.55860543915
GRC;2041;Onshore wind energy;;;;73993.14157183332;32714.328314210063;0.11839505476794097;2479.293774726739;;80652.52431329832
GRC;2042;Onshore wind energy;;;;73993.14157183332;35275.77983732132;0.11839505476794097;2561.45152311126;;81022.49002115749
GRC;2043;Onshore wind energy;;;;73993.14157183332;37903.76221579147;0.11839505476794097;2627.982378470144;;81392.45572901664
GRC;2044;Onshore wind energy;;;;73993.14157183332;40580.82590646984;0.11839505476794097;2677.0636906783766;39926.56062649884;81762.42143687581
GRC;2045;Onshore wind energy;;;;73993.14157183332;43288.13110909723;0.11839505476794097;2707.305202627387;42561.41797512099;82132.38714473498
GRC;2046;Onshore wind energy;;;;73993.14157183332;46005.96212516831;0.11839505476794097;2717.8310160710826;45200.374707608804;82502.35285259415
GRC;2047;Onshore wind energy;;;;73993.14157183332;48714.29494268528;0.11839505476794097;2708.3328175169663;47823.22932116141;82872.3185604533
GRC;2048;Onshore wind energy;;;;73993.14157183332;51393.383841551426;0.11839505476794097;2679.0888988661463;50410.158437427686;83242.28426831248
GRC;2049;Onshore wind energy;;;;73993.14157183332;54024.33082394979;0.11839505476794097;2630.9469823983673;52942.31389139818;83612.24997617165
GRC;2050;Onshore wind energy;;;;73993.14157183332;56589.60347218132;0.11839505476794097;2565.2726482315265;55402.37047108155;83982.21568403082
GRC;2051;Onshore wind energy;;;;73993.14157183332;59073.472139543774;0.11839505476794097;2483.8686673624543;57774.99405644945;84352.18139188999
GRC;2052;Onshore wind energy;;;;73993.14157183332;61462.345369594776;0.11839505476794097;2388.873230051002;60047.20736395889;84722.14709974914
GRC;2053;Onshore wind energy;;;;73993.14157183332;63744.9919376189;0.11839505476794097;2282.6465680241236;62208.63942779203;85092.11280760831
GRC;2054;Onshore wind energy;;;;73993.14157183332;65912.6476174306;0.11839505476794097;2167.6556798117017;64251.654102161236;85462.07851546748
GRC;2055;Onshore wind energy;;;;73993.14157183332;67959.0135179227;0.11839505476794097;2046.3659004921064;66171.36115836486;85832.04422332665
GRC;2056;Onshore wind energy;;;;73993.14157183332;69880.15973126102;0.11839505476794097;1921.1462133383175;67965.52021089091;86202.0099311858
GRC;2057;Onshore wind energy;;;;73993.14157183332;71674.35261033935;0.11839505476794097;1794.1928790783277;69634.35238570625;86571.97563904498
GRC;2058;Onshore wind energy;;;;73993.14157183332;73341.82616844872;0.11839505476794097;1667.47355810937;71180.2773811458;86941.94134690415
GRC;2059;Onshore wind energy;;;;73993.14157183332;74884.51811766054;0.11839505476794097;1542.6919492118177;72607.59470003238;87311.90705476332
GRC;2060;Onshore wind energy;;;;73993.14157183332;76305.78939677004;0.11839505476794097;1421.2712791094964;73922.12782797663;87681.87276262249
HRV;2004;Onshore wind energy;6.0;;;38069.58013613791;;;;;34452.97002320481
HRV;2005;Onshore wind energy;6.0;0.0;0.0;38069.58013613791;;;;;34643.3179238855
HRV;2006;Onshore wind energy;17.0;11.0;0.6470588235294118;38069.58013613791;;;;;34833.66582456619
HRV;2007;Onshore wind energy;17.0;0.0;0.0;38069.58013613791;;;;;35024.01372524688
HRV;2008;Onshore wind energy;17.0;0.0;0.0;38069.58013613791;;;;;35214.361625927566
HRV;2009;Onshore wind energy;70.0;53.0;0.7571428571428571;38069.58013613791;;;;;35404.70952660826
